Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,department_Kids Unisex,department_Men,department_Unisex,department_Women,concentration_EDC,concentration_EDP,concentration_EDT,concentration_Oil,concentration_PDT
116,DORALL COLLECTION,Classic Black,9.0,8.8,100,EDT,Men,Fresh,"Chocolate,cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",4.0,the beauty,3.9,538,False,True,False,False,False,False,True,False,False
117,S.T.Dupont,Essence Pure,215.0,84.6,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla And Cedar",Jasmine And Rose,4.4,the beauty,4.1,538,False,False,False,True,False,False,True,False,False
118,S.T.Dupont,Passenger Spray,220.0,124.7,100,EDP,Women,Fruity,Sandalwood and Musk,"Redolent with Cyclamen, Gardenia, Rose and Iris",5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
119,DAVIDOFF,Zino,116.0,81.55,125,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla","Muguet, Rose, Jasmine and Geranium",3.4,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
120,Ajmal,Evoke,150.05,150.05,75,EDP,Women,Floral,"Patchouli, Vanilla And Moss","Jasmine, Rose And Orris",5.0,BOUTIQUE PERFUMES,4.3,118,False,False,False,True,False,True,False,False,False
121,Guerlain,Idylle,725.0,259.7,100,EDP,Women,Floral,"Musk, Patchouli","Jasmine, Lilac, Lily, Lily Of The Valley, Peony",5.0,ثروة الجمال,3.8,76,False,False,False,True,False,True,False,False,False
122,CHOPARD,Wish,182.0,96.0,75,EDP,Women,Oriental,"Patchouli, Caramel, Amber, Sandalwood, Vanilla","Honey, Milk, Lily Of The Valley, Orchid, Violet, Jasmine, Heliotrope, Osmanthus, and Magnolia",4.8,Dior Fragrances,3.9,69,False,False,False,True,False,True,False,False,False
123,PACO RABANNE,Olympêa,455.0,150.0,80,EDP,Women,Floral,"Sandalwood, Cashmere and Ambergris",Vanilla,4.5,Asrar Aljamal,3.8,61,False,False,False,True,False,True,False,False,False
124,CHOPARD,Happy Spirit,230.0,152.15,75,EDP,Women,Floral,"Amber, Cashmere Wood, Musk","Honeysuckle, Osmanthus",4.4,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
125,CARTIER,Pasha de Cartier,290.0,185.25,100,EDT,Men,Aromatic,"Oakmoss, Sandalwood, Patchouli, Labdanum","Coriander, Brazilian Rosewood",4.3,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
126,PACO RABANNE,Olympea,458.0,134.0,80,EDP,Women,Floral,"Cashmere, Sandalwood, Ambergris",Salted Vanilla,4.0,Number One,4.2,1.3K,False,False,False,True,False,True,False,False,False
127,jennifer lopez,Live,161.0,104.0,100,EDP,Women,Fruity,"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel","Uity Red Currant Blossoms, Violet",5.0,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
128,Yves Saint Laurent,Black Opium Nuit Blanche,620.0,266.9,90,EDP,Women,Spicy,"Vanilla Absolute, Sandalwood, White Musk","Orange Blossom Absolute, Black Opium Coffee",4.5,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
129,LACOSTE,Eau de Lacoste L. 12.12 Noir,330.0,85.0,100,EDT,Men,Spicy,"Dark Chocolate, Cashmeran, Coumarin And Patchouli","Basil, Verbena And Lavender",4.8,Al-Najm,3.7,347,False,True,False,False,False,False,True,False,False
130,Calvin Klein,Euphoria Intense,440.0,99.0,100,EDT,Men,Spicy,"Cashmere Woods, Madagascar Vanilla, Burnt Amber and Australian Sandalwood","Black Basil, Sage, Cedar, Vetiver",4.2,Al-Najm,3.7,347,False,True,False,False,False,False,True,False,False
131,PACO RABANNE,Paco Rabanne,250.0,133.7,100,EDT,Men,Woody,"Tobacco, Oakmoss And Musk","Lavender, Thyme And Tarragon",4.4,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
132,Ajmal,Sacrifice,75.9,75.9,50,EDP,Women,Floral,"Woody, Oriental and Musky","Floral, Musky",4.5,neo lek,3.5,88,False,False,False,True,False,True,False,False,False
133,BVLGARI,Petits Et Mamans,327.0,197.75,100,EDT,Women,Floral,Iris and Vanilla,White Peach,4.8,Tiffany,4.2,75,False,False,False,True,False,False,True,False,False
134,Ferrari,Scuderia Black,163.0,98.5,125,EDT,Men,Fruity,"Cedar, Amber, Musk and Vanilla","Cardamom, Cinnamon, Rose and Jasmine",4.0,Beauty Gallery,3.7,59,False,True,False,False,False,False,True,False,False
135,TRUSSARDI,My Name,308.0,228.0,50,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,4.6,Beautiful Live,4.2,7,False,False,False,True,False,True,False,False,False
136,VERSACE,Crystal Noir,342.0,183.45,50,EDT,Women,Arabian,"Sandalwood, Musk and Amber","Orange Blossom, Peony, Gardenia and Coconut",3.9,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
137,Calvin Klein,Intense Euphoria,290.0,109.95,100,EDT,Men,Spicy,"Labdanum, Amber, Patchouli, Agarwood, Myrrh","Black Basil, Sage, Cedar, Vetiver",4.4,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
138,PACO RABANNE,One Million Lucky,435.0,257.15,100,EDT,Men,Woody,"White cedar, patchouli, amber wood, vanilla","Hazelnut, Cedar and Jasmine",4.7,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
139,HERMES,Terre D' Hermes,474.0,173.0,100,EDT,Men,Citrus,"woody notes, patchouli and cedar",geranium,3.9,Boutique Wareef,4.2,98.1K,False,True,False,False,False,False,True,False,False
140,Alrehab,Anfas Aloud,215.0,85.5,60,EDP,Unisex,Arabian,oud,bergamot,5.0,Parisian Store,4.1,425,False,False,True,False,False,True,False,False,False
141,EMPORIO ARMANI,Because It's You,483.0,154.7,100,EDP,Women,Floral,"Musk, Vanilla and Amberwood",Rose,4.9,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
142,Genie,London Burberry,29.0,14.95,25,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",4.7,moon perfume,3.7,199,False,False,False,True,False,True,False,False,False
143,Roberto Cavalli,Women,430.0,103.0,75,EDP,Women,Arabian,"Benzoin,Tonka Beans,Vanilla",Orange Tree Blossom,5.0,rich&light,3.8,69,False,False,False,True,False,True,False,False,False
144,LALIQUE,Lalique,541.0,249.0,100,EDP,Women,Woody,"White Musk,Sandalwood,Vanilla","Blackberry,Cassis,Pear",4.4,Faces,3.9,61,False,False,False,True,False,True,False,False,False
145,Franck Olivier,Oud Touch,93.0,93.0,100,EDP,Men,Woody,"Amber, Musk And Vanilla","Violet, Patchouli, Rose, Jasmine And Olibanum",5.0,Faces,3.9,61,False,True,False,False,False,True,False,False,False
146,TOMMY HILFIGER,Tommy,340.0,130.0,100,EDT,Men,Spicy,"Amber, Cactus, Cotton Plant Blossom","Apple, Cranberries, Rose",5.0,Faces,3.9,61,False,True,False,False,False,False,True,False,False
147,Elizabeth Arden,5th Avenue,155.0,93.0,75,EDP,Women,Floral,"Amber, Tibetan Musk, Sandalwood, Iris and Vanilla","Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation and Nutmeg",4.0,Ryhana Perfume,4.2,25,False,False,False,True,False,True,False,False,False
148,ELIE SAAB,Girl Of Now,561.0,250.0,90,EDP,Women,Floral,"Patchouli,Cashmeran,Tonka bean, Almod milk","Orange Blossom,Magnoli,Almond",4.5,Beuatyone1,3.5,98,False,False,False,True,False,True,False,False,False
149,PACO RABANNE,One Million,426.0,287.95,200,EDT,Men,Woody,Blonde Leather Patchouli White Woods Amber,Rose Absolute And Cinnamon Spices,5.0,noon100  % original genuine product,4.2,98.1K,False,True,False,False,False,False,True,False,False
150,Calvin Klein,Euphoria,289.0,94.55,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood And Suede","Black Basil, Sage And Cedar",4.7,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
151,cacharel,Noa,299.0,154.75,100,EDT,Women,Fresh,"Woodsy transparent with coffee, incense touches","White flowers, ylang-ylang, rose",4.5,Star.perfume,3.9,537,False,False,False,True,False,False,True,False,False
152,GUESS,Seductive Homme,134.0,91.75,100,EDT,Men,Spicy,"Musk, Sandalwood, Patchouli, Amber","Vetiver, Violet Leaf, Orchid",4.5,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
153,Al Fakhr,Ameer Al Oud Khususi,28.0,12.0,100,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedarwood","Black Pepper, Cardamom",4.1,kikup,3.9,425,False,False,True,False,False,True,False,False,False
154,Alrehab,Anfas Aloud,215.0,85.5,60,EDP,Unisex,Arabian,oud,bergamot,5.0,Parisian Store,3.7,425,False,False,True,False,False,True,False,False,False
155,Givenchy,Pour Homme,219.0,117.0,100,EDT,Men,Spicy,"Labdanum, Ceder","Vetiver, Lavender",4.4,Al-Najm,3.7,347,False,True,False,False,False,False,True,False,False
156,Rasasi,Blue,36.95,36.95,100,EDT,Men,Spicy,"Amber, Woody","Geranium, Rose, Coriander, Pepper, Jasmine",5.0,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
157,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361.0,186.0,50,EDT,Men,Citrus,"Patchouli, Oakmoss and Sandalwood","Cloves, Lily and Nutmeg",4.7,MOON LIGHT,3.8,76,False,True,False,False,False,False,True,False,False
158,LACOSTE,Touch Of Pink,238.0,95.0,50,EDT,Women,Floral,"Woodsy-Musk Base, Vanilla","Jasmine, Unexpected Carrot, And Spicy Coriander",4.6,Cute Shop,4.4,59,False,False,False,True,False,False,True,False,False
159,GUESS,Gold,341.0,119.0,75,EDP,Women,Floral,"Sandalwood, Patchouli, Amber, Vetiver And Sensual Musk","Jasmine, Lotus And Intoxicating Seductress Rose",4.9,Beautiful Live,4.2,7,False,False,False,True,False,True,False,False,False
160,BVLGARI,Goldea The Roman Night,530.0,229.25,75,EDP,Women,Floral,"Patchouli,Black Musk,Vetiver,Moss","Black Peony,Night-Blooming Jasmine,Rose,Tuberose",4.7,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
161,LACOSTE,Lacoste,368.0,115.0,100,EDT,Men,Citrus,"Cedar, Woody Notes, Amber, Vanilla And Musk","Black Pepper, Ginger, Jasmine And Almond",4.6,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
162,Guerlain,Samsara,400.0,221.45,100,EDP,Women,Arabian,"Sandal Wood, Vanilla, Tonka Bean, Amber and Musk","Jasmine, Cold Woodsy Iris, Luscious Narcissus, Violet and Rose",4.7,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
163,HUGO BOSS,The Scent,535.0,155.0,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
164,JAGUAR,Classic Gold,118.0,79.95,100,EDT,Men,Woody,"Patchouli,Vanilla,Musk","Orange Blossom,Teak Wood",4.7,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
165,Franck Olivier,Frank Olivier,139.0,87.0,75,EDP,Women,Musk,"Musk, Sandalwood, Vanilla","Jasmine, Ylang-Ylang, Heliotrope, Rose",4.7,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
166,CHOPARD,Happy Spirit Forever,440.0,98.1,75,EDP,Women,Oriental,Patchouli And Amber,"Rosemary, Jasmine And Orange Blossom",4.9,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
167,PACO RABANNE,Million,295.0,166.5,50,EDP,Women,Fresh,Honey and Patchouli,Orange Flower Absolute and Jasmine Absolute,5.0,Number One,4.3,118,False,False,False,True,False,True,False,False,False
168,Pino Silvestre,Pino Silvester Original,72.5,72.5,125,EDT,Men,Woody,"Amber, Cedar, Musk, Tonka Beans and Moss","Spicy Notes Of Carnation, Nutmeg, Geranium, Thyme and Fir Tree",5.0,neo lek,3.5,88,False,True,False,False,False,False,True,False,False
169,MONTALE,Roses Musk,375.0,237.9,100,EDP,Women,Floral,Musk,Jasmine,5.0,Lolita ShopNo Exchange or Return,3.5,75,False,False,False,True,False,True,False,False,False
170,Kenneth Cole,Black,315.0,177.9,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf And Suede","Nutmeg, Incense, Cedar, Lotus And Exotic Woods",4.5,Alabeer,3.9,33,False,True,False,False,False,False,True,False,False
171,Calvin Klein,Intense Euphoria,290.0,109.95,100,EDT,Men,Spicy,"Labdanum, Amber, Patchouli, Agarwood, Myrrh","Black Basil, Sage, Cedar, Vetiver",4.4,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
172,MONTBLANC,Legend,445.0,214.55,200,EDT,Men,Spicy,Sandalwood and Tonka Bean,"Coumarin, Oak moss, Geranium, Rose, Red Apple and Dried Fruits",4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
173,Calvin Klein,Obsession,231.0,120.0,125,EDT,Men,Spicy,"Amber, Sandalwood, Patchouli, Vanilla And Musk","Brazilian Rosewood, Sage, Myrrh, Pine Tree And Nutmeg",3.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
174,Lattafa,Sheikh Al Shuyukh,63.0,32.75,50,EDP,Unisex,Aromatic,"Vetiver, Patchouli","Lavender Sage, Rosemary",4.8,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
175,Dolce & Gabbana,The One,100.0,100.0,75,EDP,Women,Fruity,"Tobacco, Amber, Cedar","Orange Blossom, Ginger, Cardamom",5.0,Asrar Aljamal,3.9,537,False,False,False,True,False,True,False,False,False
176,Kenzo,World Intense,500.0,149.75,75,EDP,Women,Spicy,Vanilla,"Jasmine, Peony",4.0,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
177,Dolce & Gabbana,L' Imperatrice 3,370.0,157.7,100,EDT,Women,Fruity,"Lemon Tree, Musk, Sandalwood","Watermelon, Cyclamen, Jasmine",4.7,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
178,JAGUAR,Vision II,141.0,73.8,100,EDT,Men,Fruity,"Cedar, Musk, Patchouli, Wood","Geranium, Pepper, Sea Notes",5.0,Parvant Store,3.5,76,False,True,False,False,False,False,True,False,False
179,Mariah Carey,Forever,197.0,126.0,100,EDP,Women,Floral,"Musk, Wood","Gardenia, Tuberose",4.0,perfumes--addresses,4.4,59,False,False,False,True,False,True,False,False,False
180,BURBERRY,Brit Splash,278.0,194.0,100,EDT,Men,Fresh,"Moss, Musk, Vetiver","Cyclamen, Violet, Water Notes",4.6,Chansles,3.9,33,False,True,False,False,False,False,True,False,False
181,PRADA,Amber Intense,324.0,321.95,100,EDP,Men,Spicy,Creamy Amber,Vanilla,4.4,Ryhana Perfume,4.2,25,False,True,False,False,False,True,False,False,False
182,Milton Lloyd,Hawaii London,51.0,23.0,55,EDT,Women,Floral,Woody Notes and Musk,Jasmine and Rose,4.0,hawas,4.2,9,False,False,False,True,False,False,True,False,False
183,Lattafa,Khalis Pure Oudi,68.0,37.0,100,EDP,Unisex,Woody,"Amber, Cedar, Guaiac Wood, Musk, Vanilla","Jasmine, Sandalwood",4.3,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
184,GUESS,Marciano,111.0,83.3,100,EDP,Women,Citrus,"Vanilla, Musk And Woody Accords","Floral Rhythm Of Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",4.4,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
185,DORALL COLLECTION,Oud Arabi,11.35,11.35,100,PDT,Unisex,Woody,"Patchouli, sandalwood, musk, amber","Oudh, rose, guaiac wood, jasmine",3.9,Princess of beauty,3.8,467,False,False,True,False,False,False,False,False,True
186,COACH,Coach,36.0,8.7,2,EDP,Women,Floral,"Cashmeran, Suede, Musk","Turkish Rose, Gardenia",4.8,top langri,3.7,347,False,False,False,True,False,True,False,False,False
187,Mancera,Coco Vanille,446.0,285.0,120,EDP,Women,Vanilla,"White Musk, Woody Notes, Madagascar Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
188,BURBERRY,Weekend,197.0,160.0,100,EDP,Women,Oriental,"Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen and Blue Hyacinth","Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth",4.6,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
189,Estee Lauder,Private Collection,461.0,199.35,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber and Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang and Coriander",4.6,Rose Gallary,3.9,118,False,False,False,True,False,True,False,False,False
190,Marbert,Man Pure,114.0,54.7,125,EDT,Men,Citrus,"Oak Moss, Cedar, Sandalwood, Amber And Musk","Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander And Nutmeg",4.9,Rayhanti,3.8,88,False,True,False,False,False,False,True,False,False
191,AMOUAGE,Gold,1376.0,904.85,100,EDP,Women,Woody,"Ambergris, Civet, Musk, Cedar Wood, Sandalwood","Myrrh, Orris, Jasmine",4.4,Parvant Store,3.8,76,False,False,False,True,False,True,False,False,False
192,Givenchy,Gentlemen Only,627.0,260.0,100,EDT,Men,Woody,Skin Accord And Tonka Bean,"Cedar Wood, Patchouli Heart And Leather",4.0,Faces,3.9,61,False,True,False,False,False,False,True,False,False
193,JAGUAR,Classic Amber,87.0,85.0,100,EDT,Men,Arabian,"Cedar Wood, Patchouli, Vanilla, Leather, Vetiver, Labdanum and Musk","Cinnamon,Black Pepper,Apple,Orange Blossoms and Elemi Resin",4.3,Abu Al Tayyeb Perfumes,3.9,33,False,True,False,False,False,False,True,False,False
194,AIGNER,Debut,220.0,143.75,100,EDP,Women,Citrus,"Patchouli, Cedar, Vanilla, White Musk And Oak Moss","Luminous Orange Blossom, Water Lily, Jasmine And Sunflower Seed",4.5,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
195,J.CASANOVA,Pandora,142.0,88.95,100,EDP,Women,Floral,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
196,Roberto Cavalli,Serpentine,286.0,162.85,100,EDP,Women,Arabian,"Tolu Balsam, Sandalwood, Amber","Violet Leaf, Tiare Flower, Pepper, Frangipani",4.4,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
197,BVLGARI,Man in Black,483.0,200.95,100,EDP,Men,Woody,"Benzoin, Guaiac Wood and Tonka Beans","Iris, Leather and Tuberose",4.7,Star.perfume,3.9,537,False,True,False,False,False,True,False,False,False
198,MONTBLANC,Lady Emblem,8.5,8.5,2,EDT,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5.0,Queen Beauty,3.8,467,False,True,False,False,False,False,True,False,False
199,Al Fakhr,Ameer Al Oud Khususi,28.0,12.0,100,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedarwood","Black Pepper, Cardamom",4.1,kikup,3.6,425,False,False,True,False,False,True,False,False,False
200,LACOSTE,Touch Of Pink,249.0,90.0,90,EDT,Women,Floral,"Sandalwood, Musk, Vanilla","Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom",5.0,Cute Shop,3.7,347,False,False,False,True,False,False,True,False,False
201,Dior,Addict,715.0,333.8,100,EDP,Women,Floral,"Amber, Caramel, Vanilla, Sandalwood and Pralines","Honeysuckle, Gardenia, and Jasmine",5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
202,BURBERRY,My Burberry Bl,699.0,255.85,90,EDT,Women,Floral,Amber And Patchouli,Candied Rose And Peach Nectar,5.0,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
203,joop,Homme,170.0,52.15,75,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Patchouli, Vanilla","Jasmine, Heliotrope, Lily-Of-The-Valley, Cardamom, Cinnamon",4.7,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
204,TED LAPIDUS,Creation,101.0,50.0,100,EDT,Women,Floral,"Jasmine, Rose, Tuberose, Carnation","Jasmine, Rose, Tuberose, Carnation",4.7,alkhalijiah  perfume,3.5,88,False,False,False,True,False,False,True,False,False
205,LOEWE,Esencia,230.0,219.9,150,EDT,Men,Woody,"Tonka Bean,Leather,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax","Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily Of The Valley,Rose,Pine Tree Needles,Geranium,Black Currant",5.0,Y,3.5,75,False,True,False,False,False,False,True,False,False
206,Benetton,Hot,124.0,29.85,100,EDT,Women,Fruity,"Sandalwood, Amber, Musk, Vanilla, Oak Moss And Cedar","Apricot, Iris, Water Jasmine And Lily Of The Valley",5.0,Beauty Gallery,3.7,59,False,False,False,True,False,False,True,False,False
207,KORLOFF,In White,100.15,100.15,88,EDT,Men,Citrus,"Cashmeran, Virginia Cedar, Musk and Tonka Bean","Lavender, African Orange Flower and Clary Sage",4.8,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
208,LACOSTE,Lacoste,310.0,98.95,50,EDP,Women,Floral,"Himalayan Cedar, Warm Woman Skin Accord, Sandal and Incense",Heliotrope and Jasmine In An Alliance with Hibiscus Blossom and Bulgarian Rose,4.6,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
209,LACOSTE,Lacoste,368.0,115.0,100,EDT,Men,Citrus,"Cedar, Woody Notes, Amber, Vanilla And Musk","Black Pepper, Ginger, Jasmine And Almond",4.6,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
210,Sedr Al-Khaleej Perfumes,Love Touch,111.0,49.85,100,EDP,Women,Fresh,"Woody Leather, Musk","Tiare Flower, Rose",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
211,BURBERRY,My Burberry Blush,699.0,199.9,90,EDP,Women,Arabian,Jasmine and Wisteria,"Rose petals, Green apple and Geranium",4.5,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
212,Lattafa,Rouat Al Oud,144.0,44.25,100,EDP,Unisex,Spicy,"Cedarwood, Patchouli and Vetiver, Musk",Cardamom and Spicy Notes,4.3,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
213,LANVIN,Rumeur,154.0,71.0,100,EDP,Women,Floral,"Amber, Patchouli, Musk","Orange Blossom, Plum, Rose, Jasmine, Lily Of The Valley",5.0,top langri,3.7,347,False,False,False,True,False,True,False,False,False
214,GUCCI,Oud,690.0,380.0,75,EDP,Women,Spicy,Natural Oud Oil And Patchouli,Bulgarian Rose And Orange Flower,4.2,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
