Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,department_Kids Unisex,department_Men,department_Unisex,department_Women,concentration_EDC,concentration_EDP,concentration_EDT,concentration_Oil,concentration_PDT
256,AZZARO,Pour Homme,225.0,133.0,100,EDT,Men,Woody,"Leather, tonka bean, amber, musk, oakmoss","Sandalwood, juniper berries, patchouli, vetiver, cedar, cardamom",5.0,Instant,3.7,44,False,True,False,False,False,False,True,False,False
257,CERRUTI 1881,Cerruti,117.0,117.0,100,EDT,Men,Floral,"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Pepper And Pine Tree","Vetiver, Ylang-ylang, Rose, Lily-of-the-valley And Cassia",1.0,London store,3.7,23,False,True,False,False,False,False,True,False,False
258,Rasasi,Relation,126.0,55.0,50,EDP,Women,Fresh,Musk and Vanilla,"Bulgarian Rose, Lilac and Jasmine",5.0,Willow flower,4.3,5,False,False,False,True,False,True,False,False,False
259,ESCADA,Magnetism,395.0,138.95,75,EDP,Women,Arabian,"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver and Vanilla","Magnolia, Iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-Of-The-Valley, Rose and Almond Blossom",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
260,BOUCHERON,Pour Homme,340.0,165.7,100,EDP,Men,Woody,Patchouli and Sandalwood,Coriander and Basil,4.5,noon100% Genuine Product,4.2,98.1K,False,True,False,False,False,True,False,False,False
261,DORALL COLLECTION,Eventful,29.0,8.3,100,EDT,Women,Woody,Musk,"Rose, Ylang - Ylang",4.5,B.A.G,3.7,14.1K,False,False,False,True,False,False,True,False,False
262,Yves Saint Laurent,Body Kouros,510.0,229.35,100,EDT,Men,Woody,Benzoin,"Cedar, Sage",5.0,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
263,VERSACE,L'Homme,185.0,145.0,100,EDT,Men,Citrus,"Amber,Labdanum,Leather,Musk,Tonka Beans,Vanilla","Carnation,Cedar,Cinnamon,Jasmine,Patchouli,Rose,Sandalwood",4.2,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
264,ESCADA,Magnetism,394.0,139.4,75,EDP,Women,Arabian,"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla","Magnolia, Iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-of-the-valley, Rose",4.9,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
265,BURBERRY,My Burberry Bl,699.0,255.85,90,EDT,Women,Floral,Amber And Patchouli,Candied Rose And Peach Nectar,5.0,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
266,DAVIDOFF,Cool Water,360.0,76.95,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
267,joop,Go,175.0,103.95,100,EDT,Men,Fresh,Musk and Balsam Fir,"Cypress, Violet and Bourbon Geranium",4.4,Abu Al Tayyeb Perfumes,3.6,111,False,True,False,False,False,False,True,False,False
268,Jacques Bogart,Silver Scent,140.0,55.0,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean and Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander and Geranium",4.5,Lady Style,4.3,88,False,True,False,False,False,False,True,False,False
269,Paris Hilton,Fairy Dust,94.0,94.0,100,EDP,Women,Floral,"Vanilla, Musk, Pacsuli","Peach,gardenia,lotus",3.7,fajr-perfume,3.8,23,False,False,False,True,False,True,False,False,False
270,PRIVE,Windsor,39.0,29.95,100,EDP,Women,Fruity,"Vanilla, Blackberry, Amber","Jasmine, Magnalio, Orange Bloosm",3.0,VIP.PARFUME,4.1,5,False,False,False,True,False,True,False,False,False
271,NARCISO RODRIGUEZ,Narciso,591.0,284.95,90,EDP,Women,Floral,"Vetiver, White Cedar Extract and Cedar","Musk, Gardenia, White Rose",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
272,Lattafa,Rouat Al Oud,144.0,44.25,100,EDP,Unisex,Spicy,"Cedarwood, Patchouli and Vetiver, Musk",Cardamom and Spicy Notes,4.3,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
273,Jimmy Choo,jimmy,329.0,185.0,100,EDT,Men,Fruity,"Amber, Patchouli, Suede","Geranium, Pineapple Leaf, Pink Pepper",4.4,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
274,MONTBLANC,Explorer,12.0,9.5,2,EDP,Men,Woody,"Vetiver, Leather, Cedarwood","Patchouli, Mahonial, Ambrofix",4.8,Princess of beauty,3.8,467,False,True,False,False,False,True,False,False,False
275,Calvin Klein,Euphoria,268.0,127.25,100,EDP,Men,Woody,"Black Violet, Liquid Amber, Mahogany, Cream Accords","Black Orchid, Champaca Flower",4.8,King-Perfume,3.6,450,False,True,False,False,False,True,False,False,False
276,Ferrari,Man In Red,235.0,119.9,100,EDT,Men,Fruity,"Cedar, Tonka Bean and Labdanum","Lavender, Yellow Plum and Orange Blossom",5.0,top langri,4.4,347,False,True,False,False,False,False,True,False,False
277,Yves Saint Laurent,Cinema,348.0,192.5,90,EDP,Women,Floral,"Vanilla, Amber, Benzoin, White Musk","Jasmine, Peony, Amaryllis",2.0,Parfume-Stor,3.9,135,False,False,False,True,False,True,False,False,False
278,Ferrari,Scuderia Red,218.0,96.65,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss And Vanilla","Jasmine, Geranium, Orris And Nutmeg",5.0,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
279,Jacomo,Silences,158.0,143.95,100,EDP,Women,Floral,"Woody,musky","Danmask Rose,iris,narcissus",5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
280,jil sander,Jil Sander,310.0,175.0,125,EDT,Men,Spicy,"Oakmoss, Cedar, Nutmeg, Woody Notes","Carnation, Geranium, Cinnamon, Patchouli",5.0,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
281,AMOUAGE,Interlude,854.0,716.8,100,EDP,Men,Fresh,"Leather, Agarwood Smoke, Patchouli, Sandalwood","Amber, Frankincense, Opoponax, Cistus, Myrrh",4.0,Perfume Ms,4.2,20,False,True,False,False,False,True,False,False,False
282,GUESS,Marciano,108.95,108.95,100,EDP,Women,Floral,"Powdery Vanilla, Musk And Woody Accord","Floral Rhythm Of Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",5.0,Luxury,412.0,7,False,False,False,True,False,True,False,False,False
283,joop,Homme,170.0,57.0,125,EDT,Men,Citrus,"Patchouli, sandalwood, tonka beans, vanilla","Cardamom, cinnamon, heliotrope, jasmine, lily of the valley",4.2,Cute Shop,3.7,98,False,True,False,False,False,False,True,False,False
284,Alina Corel,Nice Girl,72.0,28.45,90,EDP,Women,Fruity,"Amber, Vanilla, Musk","Jasmine, Tuberose",4.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
285,HUGO BOSS,Hugo Boss,214.0,95.0,125,EDT,Men,Fresh,"Patchouli, Fir, Cedar","Carnation, Sage, Geranium, Jasmine",4.5,Cute Shop,4.2,425,False,True,False,False,False,False,True,False,False
286,MINI COLLECTION,Mini Collection No.1075,10.0,10.0,25,EDP,Unisex,Musk,wood,vanilla,5.0,Nuna,3.9,266,False,False,True,False,False,True,False,False,False
287,Ajmal,Rain Drops,234.0,49.9,50,EDP,Women,Floral,Ambery Woody,Animalistic Floral,5.0,Dary.Dar,3.9,178,False,False,False,True,False,True,False,False,False
288,HUGO BOSS,Hugo,395.0,115.0,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.5,135,False,True,False,False,False,False,True,False,False
289,Calvin Klein,One Shock,177.0,102.0,200,EDT,Men,Spicy,"Amber, Patchouli, Woodsy Notes, Musk","Cardamom, Pepper, Basil, Osmanthus",4.7,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
290,CHANEL,Allure Sensuelle,681.0,480.6,100,EDP,Women,Arabian,"Amber, Patchouli, Vanilla And Musk","Jasmine, Rose, Iris, Candied Fruits And Vetiver",5.0,hadayiq baris,3.8,122,False,False,False,True,False,True,False,False,False
291,GIORGIO ARMANI,Eau De Cedre,1204.0,470.0,100,EDT,Men,Woody,"Suede, Cedar Essence, Black Tea, Woody Notes","Violet Leaf, Cardamom and Cumin",4.7,MOON LIGHT,3.8,76,False,True,False,False,False,False,True,False,False
292,Mancera,Red Tobacco,590.0,340.0,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods and White Musk","Patchouli Leaves, Jasmine",4.7,Faces,4.2,61,False,True,False,False,False,True,False,False,False
293,Jean Paul GAULTIER,Scandal,622.0,350.0,80,EDP,Women,Floral,"Sandalwood, Caramel, Beeswax, Patchouli","Honey, Peach, Orange Blossom, Jasmine, Gardenia",5.0,Faces,3.9,61,False,False,False,True,False,True,False,False,False
294,Jimmy Choo,Man Ice,496.0,204.9,100,EDT,Men,Woody,"Musk, moss, ambroxan","Vetiver, patchouli, cedar, apple",4.4,Abu Al Tayyeb Perfumes,412.0,7,False,True,False,False,False,False,True,False,False
295,HUGO BOSS,Deep Red,394.0,179.8,90,EDP,Women,Oriental,"Sandalwood, California Cedar, Vanilla, Musk","Freesia, Ginger, Ginger Flower, Hibiscus Seed, Freesia, Tuberose",3.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
296,Calvin Klein,Escape,184.0,94.95,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
297,DORALL COLLECTION,Dionysus,39.0,10.6,100,EDT,Men,Floral,"Aromatic Cedarwood, Tonka, Amber And Vetiver","Ozonic Tones With Geranium, Violet, Cool Eucalyptus And Crisp Green Apple",3.0,B.A.G,3.7,14.1K,False,True,False,False,False,False,True,False,False
298,Genie,1029 Collection,43.0,17.8,40,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",4.8,Parisian Store,3.9,425,False,False,False,True,False,True,False,False,False
299,Lancome,La Vie Est Belle,560.0,217.0,75,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Beans, Vanilla","Iris, Jasmine, Orange Tree Blossom",4.4,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
300,ANGEL SCHLESSER,Essential,219.0,83.7,50,EDP,Women,Clean,"Sandalwood, Musk, Vetiver And Cedar","Peony, Violet, Freesia And Bulgarian Rose",4.3,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
301,VERSACE,Oud Noir,500.0,260.0,100,EDP,Men,Woody,"Agarwood, Patchouli, Leatherwood","Cardamom, Saffron, Olibanum",4.5,Lady Style,4.2,124,False,True,False,False,False,True,False,False,False
302,Roberto Cavalli,cavalli,110.0,110.0,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanilla",African Orange Flower,5.0,hadayiq baris,3.8,122,False,False,False,True,False,True,False,False,False
303,CAROLINA HERRERA,212 VIP,566.0,258.7,200,EDT,Men,Vanilla,"King Wood, Salty Amber and Tonka Beans","Chilled Vodka, Hot Ginger and Slice Of Apple",4.4,Parvant Store,3.8,76,False,True,False,False,False,False,True,False,False
304,CAROLINA HERRERA,Prive,425.0,140.0,100,EDT,Men,Aromatic,"Leather, Benzoin and Tonka",Luxurious Notes of Whiskey,4.3,Perfume Ms,3.8,66,False,True,False,False,False,False,True,False,False
305,ADOLFO DOMINGUEZ,Vetiver Hombre,456.0,110.25,120,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli and Roots","Jasmine, Lily and Clove",1.0,Victoria,3.5,30,False,True,False,False,False,False,True,False,False
306,Fendi,Furiosa,550.0,184.5,100,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",4.2,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
307,jennifer lopez,Live,275.0,99.35,100,EDP,Women,Fruity,"Caramel, Sandalwood, Tonka Beans, Vanilla","Peony, Red Currant Blossom, Violet",4.5,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
308,Lattafa,Velvet Oud,85.0,56.75,100,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar And Tobacco.","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-Of-The-Valley, Rose, Brazilian Rosewood And Incense",4.0,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
309,Guerlain,Habit Rouge,435.0,218.45,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",4.5,Star.perfume,3.5,537,False,True,False,False,False,True,False,False,False
310,AVON,Rare Pearls,70.5,70.5,50,EDP,Women,Floral,"Pearl Musk, Sandalwood, And Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia And Broom Flower)",3.0,top langri,3.7,347,False,False,False,True,False,True,False,False,False
311,ROCHAS,Secret De Rochas,145.0,67.0,100,EDP,Women,Fruity,"Oakmoss, Sandalwood, Civet, Cedarwood, Musk, Orris, Tonka Bean","Osmanthus, Jasmine",3.0,KOZMA,4.4,337,False,False,False,True,False,True,False,False,False
312,jennifer lopez,Live Luxe,168.0,95.0,100,EDP,Women,Fresh,"diamond musk, soft musk","muguet petals, exotic amethyst freesia",5.0,neo lek,3.5,88,False,False,False,True,False,True,False,False,False
313,Guerlain,Mon Florale,635.0,319.0,100,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-Of-The-Valley",4.8,Faces,3.9,61,False,False,False,True,False,True,False,False,False
314,GUCCI,Guilty Intense,330.0,224.0,90,EDT,Men,Floral,"Patchouli, Virginia Cedar, Amber","African Orange Flower, Neroli",4.4,flower,3.9,33,False,True,False,False,False,False,True,False,False
315,PRADA,Milano Infusion D'iris,500.0,338.0,100,EDP,Women,Woody,Incense And Benzoin,"Iris, Cedar And Vetiver",5.0,Shopping life,4.2,20,False,False,False,True,False,True,False,False,False
316,Michael Kors,kors,419.0,273.0,100,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",5.0,Beautiful Live,4.2,7,False,False,False,True,False,True,False,False,False
317,Yves Saint Laurent,L'Homme,583.0,338.3,100,EDP,Men,Woody,"Cedar, Benzoin And Suede Accord",Violet Leaf And Orange Blossom,5.0,noon,4.2,98.1K,False,True,False,False,False,True,False,False,False
318,Ajmal,Teenz,134.0,74.85,50,EDP,Women,Floral,"Floral, Fruity, Musky","Fruity, Musky",4.5,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
319,TED LAPIDUS,Creation,162.0,162.0,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood, veti","Gardenia, Jasmine, Tuberose, Daffodil, Rose, Ylang-ylang",4.3,KAYA,4.3,4K,False,False,False,True,False,False,True,False,False
320,BVLGARI,Goldea,615.0,200.0,90,EDP,Women,Arabian,"Musk,Amber,Patchouli,Papyrus","Ylang-Ylang, Jasmine, Musk",4.5,Beuatyone1,3.9,347,False,False,False,True,False,True,False,False,False
321,Revlon,Charlie Blue,44.0,34.0,100,EDT,Women,Woody,"A Mix Of Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",4.2,Attractive perfume,3.5,244,False,False,False,True,False,False,True,False,False
322,AZZARO,Chrome,203.0,143.7,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",5.0,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
323,Calvin Klein,CK IN2U,267.0,82.2,100,EDT,Men,Citrus,"Amber, Red Cader, Vanilla",Cacao Pod,5.0,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
324,GUCCI,Premiere,570.0,292.95,75,EDP,Women,Floral,Patchouli and Sandalwood,Orange Blossom and Musk,2.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
325,CHANEL,Allure Homme Sport EDT For,800.0,423.0,100,EDP,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",5.0,hadayiq baris,3.8,122,False,True,False,False,False,True,False,False,False
326,BVLGARI,Aqva Marine Pour Homme,331.0,163.95,100,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
327,VERSACE,Dylan Blue,77.0,38.0,5,EDT,Men,Arabian,"Musk, Tonka Bean, Incense, Saffron","Violet Leaves, Papyrus Wood , Patchouli, Black Pepper and Ambergris",4.2,neo lek,3.5,88,False,True,False,False,False,False,True,False,False
328,Jacques Bogart,Silver Scent,140.0,55.0,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean and Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander and Geranium",4.5,Lady Style,3.6,88,False,True,False,False,False,False,True,False,False
329,GIORGIO ARMANI,Si,620.0,232.9,100,EDP,Women,Floral,"Patchouli, Woods, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",5.0,Number One,4.2,98.1K,False,False,False,True,False,True,False,False,False
330,AIGNER,Debut Night,433.0,172.8,100,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",5.0,Lolita Shop,4.3,4K,False,False,False,True,False,True,False,False,False
331,BVLGARI,Omnia Crystalline,504.0,279.0,65,EDT,Women,Woody,"White Sandalwood, Benzoin From Siam And Musks","Lotus Flower, Orris Concrete And Heliotrope",5.0,KAYA,4.3,4K,False,False,False,True,False,False,True,False,False
332,Lancome,Idôle ED,14.95,14.95,2,EDT,Women,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5.0,Princess of beauty,3.8,467,False,False,False,True,False,False,True,False,False
333,Ard Al Zaafaran,Oud Sharqia,65.0,18.4,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,4.2,450,False,False,True,False,False,True,False,False,False
334,PACO RABANNE,1 Million Lucky,514.0,267.15,100,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",4.5,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
335,VERSACE,Eros,645.0,369.7,200,EDT,Men,Arabian,"Cedar, Oakmoss, Vanilla, Vetiver","Ambroxan, Geranium, Tonka Beans",4.9,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
336,Calvin Klein,Reveal,427.0,169.0,100,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere And Musk",Powdery Iris And Ambergris,4.4,Faces,3.6,61,False,False,False,True,False,True,False,False,False
337,GUCCI,Bloom Nettare Di Fiori,516.0,318.8,100,EDP,Women,Floral,"Patchouli, Musks And Osmanthus","Tuberose,Honeysuckle,Jasmine",5.0,perfumes--addresses,4.4,59,False,False,False,True,False,True,False,False,False
338,LANVIN,Lanvin,139.0,113.0,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla","Pepper, Mint, Sage, Cardamom",5.0,Chansles,3.9,33,False,True,False,False,False,False,True,False,False
339,HUGO BOSS,Femme,415.0,139.35,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.7,23,False,False,False,True,False,True,False,False,False
340,Britney Spears,Fantasy,314.0,99.0,100,EDP,Women,Floral,"Creamy Musk, Orris Root And Sensual Woods","Cupcake, Jasmine And White Chocolate Orchid",4.5,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
341,ELIE SAAB,Royal,711.0,239.75,90,EDP,Women,Floral,"Indonesian Patchouli Essence, Indian Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
342,GIORGIO ARMANI,Si Fiori,855.0,323.05,100,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",5.0,Number One,4.2,98.1K,False,False,False,True,False,True,False,False,False
343,CAROLINA HERRERA,212 Men Nyc,385.0,163.9,100,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver And Incense","Ginger, Gardenia, Violet And Sage",4.3,Beuatyone1,3.9,1.9K,False,True,False,False,False,False,True,False,False
344,Kenzo,Jeu D'Amour L'elixir,447.0,195.45,75,EDP,Women,Fruity,"Caramel, Patchouli, Rum, Sandalwood, Vanilla","Jasmine, Tuberose",4.6,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
345,HUGO BOSS,Hugo,395.0,115.0,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.7,135,False,True,False,False,False,False,True,False,False
346,Calvin Klein,Euphoria Intense,99.95,99.95,100,EDT,Men,Spicy,"Amber, Patchouli, Agarwood, Myrrh, Labdanun","Black Basil, Sage, Cedar, Vetiver",5.0,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
347,MONTBLANC,Legend Spirit,342.0,140.0,100,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
348,Parfums De Marly,Pegasus,914.0,245.0,125,EDT,Men,Citrus,"Ambergris, musk","Iris, orange blossom",4.5,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
349,PACO RABANNE,Invictus,601.0,279.1,150,EDT,Men,Citrus,Guaiac Wood And Patchouli Heart,Ambregris Accord And Grapefruit Zests,5.0,Perfume Ports,3.6,111,False,True,False,False,False,False,True,False,False
350,TRUSSARDI,Uomo,260.0,143.75,100,EDT,Men,Floral,"Patchouli,Oak Moss,Leather","Geranium,Violet,Clary Sage",4.1,Parvant Store,3.8,76,False,True,False,False,False,False,True,False,False
351,LOEWE,Esencia Pour Homme,514.0,177.0,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",5.0,Pinch Of Perfum,4.2,32,False,True,False,False,False,False,True,False,False
352,Calvin Klein,Escape,184.0,94.95,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
353,MONTBLANC,Explorer,310.0,187.9,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",5.0,noon,4.2,98.1K,False,True,False,False,False,True,False,False,False
354,Fendi,Furiosa,207.0,101.85,50,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower And Gardenia",4.6,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
355,GUCCI,Guilty Pour Homme,340.0,200.2,90,EDT,Men,Floral,Patchouli and Virginia Cedar,African Orange Flower,4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
356,MONTBLANC,Legend,342.0,108.5,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,3.5,98,False,True,False,False,False,False,True,False,False
357,Miu Miu,miu miu,515.0,249.95,100,EDP,Women,Floral,Akigalawood,"Green Notes, Jasmine, Rose",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
358,Givenchy,L'Interdit,446.0,228.0,50,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",5.0,Brand Land,43.0,4K,False,False,False,True,False,True,False,False,False
359,Estee Lauder,White Linen,354.0,197.5,60,EDP,Women,Oriental,"Vetiver, Sandalwood, Cedar, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-Of-The-Valley, Violet, Lilac, Orchid, Orris",4.6,Precious Store,4.1,319,False,False,False,True,False,True,False,False,False
360,Estee Lauder,White Linen,214.0,214.0,60,EDP,Women,Arabian,"Vetiver, Sandalwood, Amber, Benzoin, Tonka Bean, Honey and Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-Valley, Violet, Lilac, Orchid and Orris",5.0,Precious Store,4.1,319,False,False,False,True,False,True,False,False,False
361,Calvin Klein,CK One,220.0,105.0,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar And Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily Of The Valley And Rose",3.3,AMLAQ,3.9,135,False,False,True,False,False,False,True,False,False
362,PACO RABANNE,Ultraviolet,281.0,148.65,80,EDP,Women,Floral,Madagascar Vanilla Absolute And Ambergris,Chinese Osmanthus And Indian Sambac Jasmine,4.8,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
363,Givenchy,Play Intense,438.0,259.9,50,EDT,Men,Spicy,"Vetyver,French Labdanum,Patchouli,Tonka Bean","Amyris,Pink Pepper,Coffee",4.4,Y,3.5,75,False,True,False,False,False,False,True,False,False
364,BURBERRY,Brit Sheer,232.0,123.95,100,EDT,Women,Fruity,White Musk And Blond Wood,"Pink Peony, Peach Blossom And Nashi, Floral Accent",4.8,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
365,ELIE SAAB,Girl Of Now,583.0,264.9,90,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean And Almond Milk","Range Blossom, Magnolia And Almond",4.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
366,JAGUAR,Jaguar,179.0,59.7,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
367,DORALL COLLECTION,Eternally Hot,29.0,8.0,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,4.2,14.1K,False,False,False,True,False,False,True,False,False
368,BOUCHERON,Place Vendome,187.0,187.0,100,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",4.5,the beauty,4.1,538,False,False,False,True,False,True,False,False,False
369,Guerlain,Habit Rouge,435.0,218.45,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",4.5,Star.perfume,3.9,537,False,True,False,False,False,True,False,False,False
370,CHANEL,Gabrielle,1126.0,459.0,100,EDP,Women,Floral,Sandalwood and Musk,"Tuberose, Ylang-ylang, Jasmine and Orange blossom",3.7,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
